SampleId,age,job,marital,education,default,balance,housing,loan,contact,day,month,duration,campaign,pdays,previous,poutcome,y
10034,42,management,married,secondary,no,3018,yes,no,cellular,8,may,288,3,172,2,failure,False
10035,30,services,single,secondary,no,20,yes,no,cellular,20,apr,404,6,340,1,failure,False
10036,37,services,married,secondary,no,1325,no,no,unknown,3,jun,72,3,-1,0,unknown,False
10037,50,management,divorced,tertiary,no,738,yes,yes,unknown,29,may,68,1,-1,0,unknown,False
10038,38,admin.,single,unknown,no,13,no,no,unknown,5,jun,21,1,-1,0,unknown,False
10039,30,management,single,tertiary,no,167,no,no,cellular,30,jan,320,2,-1,0,unknown,False
10040,47,technician,married,secondary,no,6704,yes,no,cellular,20,nov,37,2,-1,0,unknown,False
10041,58,management,divorced,tertiary,no,1573,yes,yes,cellular,17,nov,279,1,-1,0,unknown,False
10042,39,entrepreneur,married,secondary,no,5562,no,no,cellular,20,nov,149,3,-1,0,unknown,False
10043,57,retired,married,secondary,no,49,yes,yes,cellular,25,aug,93,4,-1,0,unknown,False
10044,35,technician,married,secondary,no,222,yes,no,cellular,14,may,165,5,177,7,failure,False
10045,44,management,divorced,tertiary,no,347,yes,yes,cellular,14,aug,63,2,-1,0,unknown,False
10046,55,blue-collar,married,secondary,no,630,no,no,cellular,26,aug,146,2,-1,0,unknown,False
10047,30,services,married,secondary,no,683,yes,no,cellular,15,may,66,1,-1,0,unknown,False
10048,54,retired,divorced,primary,no,52,no,no,unknown,19,jun,184,3,-1,0,unknown,False
10049,29,technician,single,tertiary,no,-229,yes,no,cellular,21,jul,416,4,-1,0,unknown,False
10050,39,blue-collar,married,primary,no,-176,no,no,cellular,9,jul,176,1,-1,0,unknown,False
10051,36,technician,divorced,secondary,no,160,yes,no,unknown,26,may,142,1,-1,0,unknown,False
10052,41,management,married,tertiary,no,72,yes,no,unknown,7,may,764,3,-1,0,unknown,False
10053,32,services,married,secondary,no,252,yes,yes,cellular,25,jul,148,4,-1,0,unknown,False
10054,43,housemaid,married,primary,no,25,no,no,cellular,12,aug,121,2,-1,0,unknown,False
10055,51,admin.,married,secondary,no,513,yes,no,unknown,14,may,534,1,-1,0,unknown,False
10056,37,management,married,tertiary,no,332,yes,no,cellular,14,aug,190,2,84,7,failure,False
10057,52,services,divorced,secondary,no,1527,no,yes,cellular,20,nov,276,1,122,1,other,False
10058,40,self-employed,divorced,secondary,no,1876,no,yes,unknown,20,jun,269,1,-1,0,unknown,False
10059,38,technician,single,tertiary,no,11,no,no,unknown,18,jun,78,3,-1,0,unknown,False
10060,32,management,married,tertiary,no,-24,yes,no,unknown,12,may,93,4,-1,0,unknown,False
10061,54,self-employed,divorced,primary,no,4382,yes,no,telephone,18,may,193,4,-1,0,unknown,False
10062,61,management,married,tertiary,no,1224,no,no,cellular,1,oct,99,1,-1,0,unknown,False
10063,38,admin.,married,secondary,no,755,yes,no,cellular,25,may,531,1,97,1,success,False
10064,38,blue-collar,married,secondary,no,-220,yes,no,unknown,27,may,518,2,-1,0,unknown,False
10065,31,housemaid,single,tertiary,no,399,yes,no,cellular,6,may,333,1,-1,0,unknown,False
10066,35,admin.,married,secondary,no,-130,yes,no,unknown,20,may,224,1,-1,0,unknown,False
10067,68,retired,married,primary,no,7945,no,no,cellular,28,oct,210,1,-1,0,unknown,False
10068,26,technician,single,secondary,yes,-516,yes,no,unknown,23,may,386,2,-1,0,unknown,False
10069,46,management,married,tertiary,no,189,yes,no,cellular,20,apr,45,1,154,1,failure,False
10070,64,retired,married,tertiary,no,1644,no,no,telephone,7,sep,569,4,-1,0,unknown,True
10071,33,entrepreneur,married,tertiary,no,-886,yes,yes,cellular,25,aug,103,6,-1,0,unknown,False
10072,40,admin.,married,secondary,no,438,yes,no,cellular,15,may,823,2,-1,0,unknown,False
10073,57,management,married,tertiary,no,0,yes,no,unknown,14,may,124,1,-1,0,unknown,False
10074,39,technician,married,secondary,no,8,no,yes,cellular,13,aug,87,2,-1,0,unknown,False
10075,29,blue-collar,married,secondary,no,15,yes,yes,unknown,9,may,432,2,-1,0,unknown,False
10076,28,management,married,tertiary,no,22,yes,no,cellular,31,jul,59,3,-1,0,unknown,False
10077,30,unemployed,single,secondary,no,79,no,yes,cellular,5,feb,528,2,196,1,failure,False
10078,31,technician,married,secondary,no,3322,yes,no,cellular,14,aug,421,2,-1,0,unknown,False
10079,33,blue-collar,married,secondary,no,5,yes,no,unknown,26,may,175,2,-1,0,unknown,False
10080,40,management,married,tertiary,no,-1212,yes,no,cellular,15,may,1259,2,333,18,failure,False
10081,31,technician,single,tertiary,no,1166,yes,no,cellular,21,nov,119,2,171,1,failure,False
10082,30,services,married,primary,no,997,yes,no,cellular,28,jul,76,3,-1,0,unknown,False
10083,36,services,married,secondary,no,1024,yes,no,unknown,18,jun,111,2,-1,0,unknown,False
10084,56,blue-collar,divorced,secondary,no,934,no,no,cellular,29,jul,375,2,-1,0,unknown,False
10085,48,blue-collar,married,primary,no,430,no,no,cellular,14,may,340,3,371,8,failure,False
10086,45,blue-collar,married,primary,no,1691,yes,no,unknown,14,may,57,1,-1,0,unknown,False
10087,27,entrepreneur,married,secondary,no,220,yes,no,unknown,19,may,480,1,-1,0,unknown,False
10088,22,student,single,primary,no,3472,no,no,cellular,20,oct,332,1,183,3,failure,True
10089,43,admin.,married,secondary,no,257,no,no,cellular,29,aug,186,6,-1,0,unknown,False
10090,66,housemaid,married,primary,no,40,no,no,telephone,14,oct,290,2,-1,0,unknown,True
10091,42,admin.,divorced,secondary,no,1811,yes,no,unknown,14,may,150,1,-1,0,unknown,False
10092,37,blue-collar,married,unknown,no,0,yes,no,cellular,21,nov,184,1,-1,0,unknown,False
10093,54,self-employed,divorced,secondary,no,1016,yes,no,cellular,21,nov,643,3,-1,0,unknown,False
10094,61,self-employed,married,tertiary,no,10861,no,no,cellular,25,oct,225,1,91,5,success,True
10095,51,blue-collar,married,secondary,no,8180,yes,no,cellular,20,nov,86,1,-1,0,unknown,False
10096,70,retired,divorced,primary,no,482,no,no,telephone,14,jul,413,1,181,3,success,True
10097,38,management,single,unknown,no,715,yes,no,cellular,2,apr,951,1,132,3,failure,False
10098,59,blue-collar,married,primary,no,320,yes,no,unknown,15,may,695,1,-1,0,unknown,True
10099,40,admin.,single,secondary,no,208,yes,yes,cellular,11,may,204,2,-1,0,unknown,False
10100,53,technician,married,secondary,no,264,no,no,telephone,27,feb,429,4,-1,0,unknown,False
10101,45,management,divorced,tertiary,no,54,no,yes,cellular,21,jul,34,3,-1,0,unknown,False
10102,39,blue-collar,married,secondary,no,1382,yes,no,cellular,11,feb,397,2,-1,0,unknown,True
10103,25,management,single,tertiary,no,808,no,no,cellular,18,sep,267,2,114,2,failure,True
10104,25,admin.,single,secondary,no,483,no,yes,cellular,30,apr,68,1,86,1,success,False
10105,43,technician,divorced,tertiary,no,101,no,no,cellular,19,aug,173,3,-1,0,unknown,False
10106,47,retired,married,secondary,no,477,no,no,unknown,16,jun,68,3,-1,0,unknown,False
10107,52,technician,married,unknown,no,0,yes,no,cellular,17,nov,136,1,-1,0,unknown,False
10108,52,services,married,secondary,no,416,yes,no,cellular,2,feb,198,2,-1,0,unknown,False
10109,29,blue-collar,single,secondary,no,558,yes,no,cellular,11,may,142,1,-1,0,unknown,False
10110,51,blue-collar,married,primary,no,-272,no,yes,cellular,28,aug,121,5,-1,0,unknown,False
10111,54,unemployed,single,tertiary,no,252,yes,no,cellular,21,jul,101,1,-1,0,unknown,False
10112,48,management,married,tertiary,no,998,yes,no,cellular,29,jan,121,3,-1,0,unknown,False
10113,32,blue-collar,single,primary,no,23,yes,yes,unknown,5,may,160,1,-1,0,unknown,False
10114,49,management,divorced,primary,no,49,no,no,unknown,9,jun,232,1,-1,0,unknown,False
10115,37,technician,married,primary,no,1653,yes,yes,cellular,11,may,285,2,349,10,failure,False
10116,38,blue-collar,married,primary,no,668,no,no,unknown,8,may,238,1,-1,0,unknown,False
10117,25,services,single,secondary,no,-61,yes,no,unknown,21,may,203,2,-1,0,unknown,False
10118,27,blue-collar,single,secondary,no,535,no,no,cellular,16,aug,265,3,95,4,success,True
10119,30,technician,single,secondary,no,1499,no,no,cellular,26,aug,66,21,-1,0,unknown,False
10120,42,services,married,secondary,no,1376,yes,no,cellular,2,mar,712,4,-1,0,unknown,True
10121,30,management,married,tertiary,no,2960,no,no,cellular,11,aug,370,4,-1,0,unknown,False
10122,36,services,married,secondary,no,3064,yes,no,telephone,11,may,1143,4,-1,0,unknown,False
10123,28,services,single,secondary,no,113,yes,yes,cellular,15,may,270,1,-1,0,unknown,False
10124,49,management,divorced,tertiary,no,9326,yes,no,unknown,3,jun,166,1,-1,0,unknown,False
10125,36,student,single,unknown,no,417,no,no,cellular,10,feb,151,1,-1,0,unknown,True
10126,32,blue-collar,married,secondary,no,1905,yes,no,cellular,16,jul,709,2,-1,0,unknown,True
10127,42,services,married,secondary,no,96,yes,no,cellular,5,may,238,3,340,2,failure,False
10128,56,blue-collar,divorced,primary,no,8,yes,no,unknown,5,may,157,2,-1,0,unknown,False
10129,43,blue-collar,married,unknown,no,117,yes,no,telephone,28,jan,170,2,240,1,other,False
10130,56,unemployed,married,secondary,no,12,no,no,cellular,12,oct,511,3,187,1,failure,True
10131,35,entrepreneur,single,tertiary,no,-15,yes,no,unknown,21,may,554,3,-1,0,unknown,False
10132,51,blue-collar,married,primary,no,-26,yes,no,unknown,27,may,47,1,-1,0,unknown,False
10133,45,self-employed,divorced,secondary,no,-139,yes,no,unknown,7,may,152,3,-1,0,unknown,False
10134,71,retired,divorced,unknown,no,392,no,no,telephone,7,jul,276,2,-1,0,unknown,True
10135,54,management,married,tertiary,no,810,no,no,cellular,5,aug,156,1,-1,0,unknown,False
10136,30,management,single,secondary,no,460,yes,no,cellular,18,nov,86,1,-1,0,unknown,False
10137,46,housemaid,married,secondary,no,1000,no,no,cellular,18,aug,96,11,-1,0,unknown,False
10138,49,services,married,secondary,no,199,yes,no,cellular,31,jul,28,25,-1,0,unknown,False
10139,55,admin.,married,secondary,no,6207,yes,no,unknown,26,jun,113,5,-1,0,unknown,False
10140,44,admin.,married,secondary,no,1696,no,no,unknown,16,jun,139,3,-1,0,unknown,False
10141,31,services,married,secondary,no,-704,yes,no,unknown,27,may,195,2,-1,0,unknown,False
10142,34,unemployed,married,secondary,no,1243,yes,yes,cellular,8,may,157,4,-1,0,unknown,False
10143,52,blue-collar,married,primary,no,2439,yes,no,unknown,30,may,212,3,-1,0,unknown,False
10144,54,housemaid,married,secondary,no,167,yes,no,unknown,20,may,547,7,-1,0,unknown,False
10145,43,services,married,tertiary,no,4216,no,no,cellular,24,dec,150,2,195,2,success,True
10146,57,admin.,married,secondary,no,-967,yes,no,telephone,15,may,8,7,-1,0,unknown,False
10147,31,blue-collar,single,secondary,no,-219,yes,no,unknown,30,may,66,2,-1,0,unknown,False
10148,60,blue-collar,married,secondary,no,0,no,no,cellular,21,aug,111,2,-1,0,unknown,False
10149,36,technician,married,secondary,no,6384,yes,yes,cellular,27,feb,59,1,101,1,failure,False
10150,50,management,married,tertiary,no,2296,no,no,cellular,12,aug,121,2,-1,0,unknown,False
10151,27,student,single,tertiary,no,3733,yes,no,cellular,22,may,198,1,98,6,success,True
10152,71,retired,divorced,secondary,no,0,no,no,cellular,26,feb,771,1,171,1,success,True
10153,38,entrepreneur,married,secondary,no,868,no,no,cellular,20,nov,452,2,-1,0,unknown,False
10154,27,blue-collar,married,primary,no,108,yes,no,telephone,28,jul,57,2,-1,0,unknown,False
10155,36,admin.,divorced,secondary,no,356,yes,no,cellular,7,apr,244,3,313,1,failure,False
10156,29,blue-collar,single,secondary,no,415,no,yes,cellular,28,jan,161,1,-1,0,unknown,False
10157,28,blue-collar,single,secondary,no,1955,no,no,cellular,29,jan,25,1,-1,0,unknown,False
10158,40,management,single,tertiary,no,15,no,yes,unknown,22,aug,4,1,-1,0,unknown,False
10159,35,blue-collar,married,secondary,no,444,yes,no,cellular,15,apr,244,3,-1,0,unknown,False
10160,48,blue-collar,married,secondary,no,205,no,no,cellular,7,aug,239,2,-1,0,unknown,False
10161,37,blue-collar,married,primary,no,0,yes,no,cellular,5,may,108,1,349,2,failure,False
10162,44,services,married,secondary,no,744,yes,no,unknown,29,may,574,1,-1,0,unknown,False
10163,53,self-employed,married,tertiary,no,451,yes,no,cellular,2,feb,125,1,249,2,failure,False
10164,42,admin.,married,secondary,no,3279,yes,no,cellular,8,may,261,1,344,1,failure,False
10165,31,admin.,married,secondary,no,88,yes,yes,cellular,8,aug,189,2,-1,0,unknown,False
10166,28,blue-collar,married,secondary,no,8,yes,no,cellular,15,may,196,1,-1,0,unknown,False
10167,53,retired,married,secondary,no,6095,yes,yes,cellular,14,may,410,5,-1,0,unknown,False
10168,29,management,married,tertiary,no,250,yes,no,cellular,31,mar,371,2,257,1,other,False
10169,39,management,married,tertiary,no,0,yes,yes,cellular,17,jul,301,1,-1,0,unknown,False
10170,38,services,married,secondary,no,0,no,yes,cellular,16,jul,1473,6,-1,0,unknown,False
10171,43,technician,single,secondary,no,28,yes,no,unknown,14,may,2241,4,-1,0,unknown,False
10172,35,blue-collar,single,secondary,no,546,yes,no,cellular,13,may,161,2,-1,0,unknown,False
10173,57,blue-collar,single,primary,no,3495,no,yes,cellular,19,nov,362,3,-1,0,unknown,False
10174,47,management,divorced,secondary,no,1208,yes,no,unknown,2,jun,339,7,-1,0,unknown,False
10175,61,blue-collar,married,primary,no,1115,no,no,cellular,14,aug,197,4,-1,0,unknown,False
10176,46,management,married,tertiary,no,-3,no,no,cellular,28,aug,205,2,-1,0,unknown,False
10177,34,blue-collar,single,secondary,no,-108,yes,no,unknown,28,may,290,1,-1,0,unknown,False
10178,29,unemployed,divorced,tertiary,no,1718,yes,no,cellular,18,jul,579,2,-1,0,unknown,False
10179,37,management,married,tertiary,no,561,no,no,cellular,4,aug,204,2,-1,0,unknown,False
10180,41,services,married,secondary,no,523,yes,yes,telephone,4,nov,5,1,-1,0,unknown,False
10181,33,admin.,single,secondary,no,607,no,no,cellular,27,feb,110,2,-1,0,unknown,True
10182,52,management,married,secondary,no,428,yes,no,unknown,30,may,153,1,-1,0,unknown,False
10183,43,admin.,married,secondary,yes,-204,yes,no,unknown,26,may,163,2,-1,0,unknown,False
10184,43,management,single,tertiary,no,-56,yes,no,cellular,18,nov,146,2,151,14,failure,False
10185,42,blue-collar,married,secondary,no,1307,yes,no,unknown,30,may,135,3,-1,0,unknown,False
10186,27,admin.,single,secondary,no,4590,yes,no,cellular,13,aug,75,1,442,2,failure,False
10187,36,admin.,married,secondary,no,465,yes,no,unknown,20,may,160,1,-1,0,unknown,False
10188,32,self-employed,married,tertiary,no,14522,no,no,cellular,21,nov,221,7,-1,0,unknown,False
10189,49,blue-collar,married,primary,no,387,yes,yes,unknown,3,jun,67,5,-1,0,unknown,False
10190,44,blue-collar,married,unknown,no,391,no,no,unknown,6,jun,355,4,-1,0,unknown,False
10191,27,services,single,secondary,no,118,yes,yes,unknown,12,may,53,1,-1,0,unknown,False
10192,55,admin.,married,secondary,no,128,no,no,cellular,20,aug,359,2,-1,0,unknown,False
10193,33,management,divorced,tertiary,no,-634,yes,yes,cellular,12,may,163,2,350,1,failure,False
10194,39,technician,married,secondary,no,1385,yes,yes,telephone,9,jul,446,1,-1,0,unknown,False
10195,56,retired,married,tertiary,no,87,no,no,cellular,8,jul,136,2,-1,0,unknown,False
10196,46,blue-collar,married,secondary,no,1733,yes,no,unknown,14,may,546,1,-1,0,unknown,False
10197,33,management,divorced,tertiary,no,387,no,no,cellular,6,feb,17,5,-1,0,unknown,False
10198,37,admin.,married,secondary,no,7,yes,no,cellular,27,may,224,7,105,1,other,False
10199,41,technician,divorced,secondary,no,0,yes,no,cellular,17,nov,386,2,-1,0,unknown,False
10200,38,admin.,married,secondary,no,1559,no,no,cellular,3,mar,136,2,280,1,failure,True
10201,32,admin.,divorced,tertiary,no,-127,yes,no,unknown,30,may,288,4,-1,0,unknown,False
10202,39,self-employed,married,secondary,no,1304,yes,yes,cellular,7,may,183,3,-1,0,unknown,False
10203,56,technician,married,secondary,no,992,no,no,unknown,9,jun,123,1,-1,0,unknown,False
10204,39,technician,divorced,secondary,no,1333,yes,yes,cellular,29,jan,585,2,246,1,failure,False
10205,26,technician,single,secondary,no,2610,yes,yes,unknown,2,jun,626,1,-1,0,unknown,False
10206,29,student,married,tertiary,no,149,yes,no,unknown,26,may,367,4,-1,0,unknown,False
10207,32,admin.,single,secondary,no,457,no,no,cellular,26,jul,109,3,455,2,failure,False
10208,34,housemaid,married,tertiary,no,0,no,no,cellular,18,aug,148,1,84,2,failure,True
10209,32,blue-collar,married,secondary,no,564,yes,no,unknown,21,may,660,1,-1,0,unknown,False
10210,32,entrepreneur,married,unknown,no,227,yes,no,unknown,12,may,523,1,-1,0,unknown,False
10211,38,blue-collar,single,secondary,no,522,yes,no,unknown,29,may,347,2,-1,0,unknown,False
10212,36,services,married,secondary,no,0,yes,no,cellular,18,nov,1093,2,-1,0,unknown,False
10213,31,technician,married,secondary,no,6699,no,no,cellular,4,aug,436,1,-1,0,unknown,False
10214,33,services,divorced,secondary,no,-297,yes,no,unknown,26,may,162,2,-1,0,unknown,False
10215,39,technician,married,secondary,no,0,yes,yes,cellular,4,feb,60,1,-1,0,unknown,False
10216,36,blue-collar,married,secondary,no,512,yes,no,unknown,16,may,343,1,-1,0,unknown,False
10217,49,admin.,married,secondary,no,272,yes,yes,cellular,17,nov,108,1,-1,0,unknown,False
10218,44,services,single,secondary,no,862,yes,no,cellular,3,apr,582,2,-1,0,unknown,False
10219,59,retired,divorced,secondary,no,514,no,no,cellular,4,may,673,6,90,1,success,True
10220,35,housemaid,single,secondary,no,1015,yes,no,unknown,5,jun,406,2,-1,0,unknown,True
10221,46,technician,divorced,secondary,no,-205,yes,no,unknown,2,jun,126,1,-1,0,unknown,False
10222,31,entrepreneur,single,secondary,no,0,yes,no,telephone,21,nov,544,2,-1,0,unknown,False
10223,46,blue-collar,married,primary,no,648,no,no,cellular,14,aug,59,4,-1,0,unknown,False
10224,54,management,married,tertiary,no,0,yes,no,cellular,24,jul,140,2,-1,0,unknown,False
10225,35,admin.,single,secondary,no,128,no,no,unknown,12,jun,46,1,-1,0,unknown,False
10226,53,blue-collar,married,secondary,no,25,no,no,cellular,22,aug,528,2,-1,0,unknown,True
10227,47,blue-collar,married,secondary,yes,-5,yes,no,unknown,7,may,444,1,-1,0,unknown,False
10228,77,retired,married,primary,no,680,no,no,telephone,24,feb,513,2,89,7,failure,False
10229,45,admin.,divorced,secondary,no,246,no,no,unknown,6,jun,119,1,-1,0,unknown,False
10230,51,management,married,tertiary,no,10635,yes,no,unknown,5,may,336,1,-1,0,unknown,False
10231,47,technician,married,secondary,no,568,yes,no,cellular,12,aug,1613,1,-1,0,unknown,True
10232,26,unemployed,married,secondary,no,285,yes,no,cellular,6,may,265,2,342,2,failure,False
10233,43,management,married,tertiary,no,354,no,no,cellular,14,aug,169,10,-1,0,unknown,False
10234,40,technician,single,tertiary,no,39,no,no,cellular,5,aug,130,2,-1,0,unknown,False
10235,45,technician,divorced,secondary,no,167,no,no,cellular,30,jul,97,11,-1,0,unknown,False
10236,31,management,married,tertiary,no,303,yes,no,unknown,14,may,143,1,-1,0,unknown,False
10237,43,services,married,secondary,no,3608,yes,no,unknown,16,may,165,6,-1,0,unknown,False
10238,27,technician,single,tertiary,no,434,yes,no,unknown,13,jan,127,1,-1,0,unknown,False
10239,34,unemployed,single,secondary,no,847,no,no,cellular,2,feb,684,2,-1,0,unknown,False
